attrition,age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
no,46,travel_rarely,706,research_development,2,2,life_sciences,1,1857,4,male,82,3,3,manufacturing_director,4,divorced,8578,19989,3,y,no,14,3,3,80,1,12,4,2,9,8,4,7
no,28,non_travel,280,human_resources,1,2,life_sciences,1,1858,3,male,43,3,1,human_resources,4,divorced,2706,10494,1,y,no,15,3,2,80,1,3,2,3,3,2,2,2
no,29,travel_rarely,726,research_development,29,1,life_sciences,1,1859,4,male,93,1,2,healthcare_representative,3,divorced,6384,21143,8,y,no,17,3,4,80,2,11,3,3,7,0,1,6
no,42,travel_rarely,1142,research_development,8,3,life_sciences,1,1860,4,male,81,3,1,laboratory_technician,3,single,3968,13624,4,y,no,13,3,4,80,0,8,3,3,0,0,0,0
yes,32,travel_rarely,414,sales,2,4,marketing,1,1862,3,male,82,2,2,sales_executive,2,single,9907,26186,7,y,yes,12,3,3,80,0,7,3,2,2,2,2,2
no,46,travel_rarely,1319,sales,3,3,technical_degree,1,1863,1,female,45,4,4,sales_executive,1,divorced,13225,7739,2,y,no,12,3,4,80,1,25,5,3,19,17,2,8
no,27,travel_rarely,728,sales,23,1,medical,1,1864,2,female,36,2,2,sales_representative,3,married,3540,7018,1,y,no,21,4,4,80,1,9,5,3,9,8,5,8
no,29,travel_rarely,352,human_resources,6,1,medical,1,1865,4,male,87,2,1,human_resources,2,married,2804,15434,1,y,no,11,3,4,80,0,1,3,3,1,0,0,0
no,43,travel_rarely,823,research_development,6,3,medical,1,1866,1,female,81,2,5,manager,3,married,19392,22539,7,y,no,13,3,4,80,0,21,2,3,16,12,6,14
no,48,travel_rarely,1224,research_development,10,3,life_sciences,1,1867,4,male,91,2,5,research_director,2,married,19665,13583,4,y,no,12,3,4,80,0,29,3,3,22,10,12,9
yes,29,travel_frequently,459,research_development,24,2,life_sciences,1,1868,4,male,73,2,1,research_scientist,4,single,2439,14753,1,y,yes,24,4,2,80,0,1,3,2,1,0,1,0
yes,46,travel_rarely,1254,sales,10,3,life_sciences,1,1869,3,female,64,3,3,sales_executive,2,married,7314,14011,5,y,no,21,4,3,80,3,14,2,3,8,7,0,7
no,27,travel_frequently,1131,research_development,15,3,life_sciences,1,1870,4,female,77,2,1,research_scientist,1,married,4774,23844,0,y,no,19,3,4,80,1,8,2,2,7,6,7,3
no,39,travel_rarely,835,research_development,19,4,other,1,1871,4,male,41,3,2,research_scientist,4,divorced,3902,5141,8,y,no,14,3,2,80,3,7,2,3,2,2,2,2
no,55,travel_rarely,836,research_development,2,4,technical_degree,1,1873,2,male,98,2,1,research_scientist,4,married,2662,7975,8,y,no,20,4,2,80,1,19,2,4,5,2,0,4
no,28,travel_rarely,1172,sales,3,3,medical,1,1875,2,female,78,3,1,sales_representative,2,married,2856,3692,1,y,no,19,3,4,80,1,1,3,3,1,0,0,0
yes,30,travel_rarely,945,sales,9,3,medical,1,1876,2,male,89,3,1,sales_representative,4,single,1081,16019,1,y,no,13,3,3,80,0,1,3,2,1,0,0,0
yes,22,travel_rarely,391,research_development,7,1,life_sciences,1,1878,4,male,75,3,1,research_scientist,2,single,2472,26092,1,y,yes,23,4,1,80,0,1,2,3,1,0,0,0
no,36,travel_rarely,1266,sales,10,4,technical_degree,1,1880,2,female,63,2,2,sales_executive,3,married,5673,6060,1,y,yes,13,3,1,80,1,10,4,3,10,9,1,7
no,31,travel_rarely,311,research_development,20,3,life_sciences,1,1881,2,male,89,3,2,laboratory_technician,3,divorced,4197,18624,1,y,no,11,3,1,80,1,10,2,3,10,8,0,2
no,34,travel_rarely,1480,sales,4,3,life_sciences,1,1882,3,male,64,3,3,sales_executive,4,married,9713,24444,2,y,yes,13,3,4,80,3,9,3,3,5,3,1,0
no,29,travel_rarely,592,research_development,7,3,life_sciences,1,1883,4,male,59,3,1,laboratory_technician,1,single,2062,19384,3,y,no,14,3,2,80,0,11,2,3,3,2,1,2
no,37,travel_rarely,783,research_development,7,4,medical,1,1885,4,male,78,3,2,research_scientist,1,married,4284,13588,5,y,yes,22,4,3,80,1,16,2,3,5,3,0,4
no,35,travel_rarely,219,research_development,16,2,other,1,1886,4,female,44,2,2,manufacturing_director,2,married,4788,25388,0,y,yes,11,3,4,80,0,4,2,3,3,2,0,2
no,45,travel_rarely,556,research_development,25,2,life_sciences,1,1888,2,female,93,2,2,manufacturing_director,4,married,5906,23888,0,y,no,13,3,4,80,2,10,2,2,9,8,3,8
no,36,travel_frequently,1213,human_resources,2,1,human_resources,1,1890,2,male,94,2,2,human_resources,4,single,3886,4223,1,y,no,21,4,4,80,0,10,2,2,10,1,0,8
no,40,travel_rarely,1137,research_development,1,4,life_sciences,1,1892,1,male,98,3,4,manager,1,divorced,16823,18991,2,y,no,11,3,1,80,1,22,3,3,19,7,11,16
no,26,travel_rarely,482,research_development,1,2,life_sciences,1,1893,2,female,90,2,1,research_scientist,3,married,2933,14908,1,y,yes,13,3,3,80,1,1,3,2,1,0,1,0
no,27,travel_rarely,511,sales,2,2,medical,1,1898,1,female,89,4,2,sales_executive,3,single,6500,26997,0,y,no,14,3,2,80,0,9,5,2,8,7,0,7
no,48,travel_frequently,117,research_development,22,3,medical,1,1900,4,female,58,3,4,manager,4,divorced,17174,2437,3,y,no,11,3,2,80,1,24,3,3,22,17,4,7
no,44,travel_rarely,170,research_development,1,4,life_sciences,1,1903,2,male,78,4,2,healthcare_representative,1,married,5033,9364,2,y,no,15,3,4,80,1,10,5,3,2,0,2,2
yes,34,non_travel,967,research_development,16,4,technical_degree,1,1905,4,male,85,1,1,research_scientist,1,married,2307,14460,1,y,yes,23,4,2,80,1,5,2,3,5,2,3,0
yes,56,travel_rarely,1162,research_development,24,2,life_sciences,1,1907,1,male,97,3,1,laboratory_technician,4,single,2587,10261,1,y,no,16,3,4,80,0,5,3,3,4,2,1,0
no,36,travel_rarely,335,sales,17,2,marketing,1,1908,3,male,33,2,2,sales_executive,2,married,5507,16822,2,y,no,16,3,3,80,2,12,1,1,4,2,1,3
no,41,travel_rarely,337,sales,8,3,marketing,1,1909,3,female,54,3,2,sales_executive,2,married,4393,26841,5,y,no,21,4,3,80,1,14,3,3,5,4,1,4
no,42,travel_rarely,1396,research_development,6,3,medical,1,1911,3,male,83,3,3,research_director,1,married,13348,14842,9,y,no,13,3,2,80,1,18,3,4,13,7,5,7
no,31,travel_rarely,1079,sales,10,2,medical,1,1912,3,female,86,3,2,sales_executive,4,divorced,6583,20115,2,y,yes,11,3,4,80,1,8,2,3,5,2,1,4
no,34,travel_rarely,735,sales,3,1,medical,1,1915,4,female,75,2,2,sales_executive,4,married,8103,16495,3,y,yes,12,3,3,80,0,9,3,2,4,2,0,1
no,31,travel_rarely,471,research_development,4,3,medical,1,1916,1,female,62,4,1,laboratory_technician,3,divorced,3978,16031,8,y,no,12,3,2,80,1,4,0,2,2,2,2,2
no,26,travel_frequently,1096,research_development,6,3,other,1,1918,3,male,61,4,1,laboratory_technician,4,married,2544,7102,0,y,no,18,3,1,80,1,8,3,3,7,7,7,7
no,45,travel_frequently,1297,research_development,1,4,medical,1,1922,2,male,44,3,2,healthcare_representative,3,single,5399,14511,4,y,no,12,3,3,80,0,12,3,3,4,2,0,3
no,33,travel_rarely,217,sales,10,4,marketing,1,1924,2,male,43,3,2,sales_executive,3,single,5487,10410,1,y,no,14,3,2,80,0,10,2,2,10,4,0,9
no,28,travel_frequently,783,sales,1,2,life_sciences,1,1927,3,male,42,2,2,sales_executive,4,married,6834,19255,1,y,yes,12,3,3,80,1,7,2,3,7,7,0,7
yes,29,travel_frequently,746,sales,24,3,technical_degree,1,1928,3,male,45,4,1,sales_representative,1,single,1091,10642,1,y,no,17,3,4,80,0,1,3,3,1,0,0,0
no,39,non_travel,1251,sales,21,4,life_sciences,1,1929,1,female,32,1,2,sales_executive,3,married,5736,3987,6,y,no,19,3,3,80,1,10,1,3,3,2,1,2
no,27,travel_rarely,1354,research_development,2,4,technical_degree,1,1931,2,male,41,3,1,research_scientist,2,married,2226,6073,1,y,no,11,3,3,80,1,6,3,2,5,3,1,2
no,34,travel_frequently,735,research_development,22,4,other,1,1932,3,male,86,2,2,research_scientist,4,married,5747,26496,1,y,yes,15,3,2,80,0,16,3,3,15,10,6,11
yes,28,travel_rarely,1475,sales,13,2,marketing,1,1933,4,female,84,3,2,sales_executive,3,single,9854,23352,3,y,yes,11,3,4,80,0,6,0,3,2,0,2,2
no,47,non_travel,1169,research_development,14,4,technical_degree,1,1934,3,male,64,3,2,research_scientist,2,married,5467,2125,8,y,no,18,3,3,80,1,16,4,4,8,7,1,7
no,56,travel_rarely,1443,sales,11,5,marketing,1,1935,4,female,89,2,2,sales_executive,1,married,5380,20328,4,y,no,16,3,3,80,1,6,3,3,0,0,0,0
no,39,travel_rarely,867,research_development,9,2,medical,1,1936,1,male,87,3,2,manufacturing_director,1,married,5151,12315,1,y,no,25,4,4,80,1,10,3,3,10,0,7,9
no,38,travel_frequently,1394,research_development,8,3,medical,1,1937,4,female,58,2,2,research_scientist,2,divorced,2133,18115,1,y,yes,16,3,3,80,1,20,3,3,20,11,0,7
no,58,travel_rarely,605,sales,21,3,life_sciences,1,1938,4,female,72,3,4,manager,4,married,17875,11761,4,y,yes,13,3,3,80,1,29,2,2,1,0,0,0
yes,32,travel_frequently,238,research_development,5,2,life_sciences,1,1939,1,female,47,4,1,research_scientist,3,single,2432,15318,3,y,yes,14,3,1,80,0,8,2,3,4,1,0,3
no,38,travel_rarely,1206,research_development,9,2,life_sciences,1,1940,2,male,71,3,1,research_scientist,4,divorced,4771,14293,2,y,no,19,3,4,80,2,10,0,4,5,2,0,3
no,49,travel_frequently,1064,research_development,2,1,life_sciences,1,1941,2,male,42,3,5,research_director,4,married,19161,13738,3,y,no,15,3,4,80,0,28,3,3,5,4,4,3
no,42,travel_rarely,419,sales,12,4,marketing,1,1943,2,male,77,3,2,sales_executive,4,divorced,5087,2900,3,y,yes,12,3,3,80,2,14,4,3,0,0,0,0
yes,27,travel_frequently,1337,human_resources,22,3,human_resources,1,1944,1,female,58,2,1,human_resources,2,married,2863,19555,1,y,no,12,3,1,80,0,1,2,3,1,0,0,0
no,35,travel_rarely,682,sales,18,4,medical,1,1945,2,male,71,3,2,sales_executive,1,married,5561,15975,0,y,no,16,3,4,80,1,6,2,1,5,3,0,4
no,28,non_travel,1103,research_development,16,3,medical,1,1947,3,male,49,3,1,research_scientist,3,single,2144,2122,1,y,no,14,3,3,80,0,5,3,2,5,3,1,4
no,31,non_travel,976,research_development,3,2,medical,1,1948,3,male,48,3,1,research_scientist,1,divorced,3065,3995,1,y,yes,13,3,4,80,1,4,3,4,4,2,2,3
no,36,non_travel,1351,research_development,9,4,life_sciences,1,1949,1,male,66,4,1,laboratory_technician,2,married,2810,9238,1,y,no,22,4,2,80,0,5,3,3,5,4,0,2
no,34,travel_rarely,937,sales,1,3,marketing,1,1950,1,male,32,3,3,sales_executive,4,single,9888,6770,1,y,no,21,4,1,80,0,14,3,2,14,8,2,1
no,34,travel_rarely,1239,sales,13,4,medical,1,1951,4,male,39,3,3,sales_executive,3,divorced,8628,22914,1,y,no,18,3,3,80,1,9,2,2,8,7,1,1
no,26,travel_rarely,157,research_development,1,3,medical,1,1952,3,male,95,3,1,laboratory_technician,1,single,2867,20006,0,y,no,13,3,4,80,0,8,6,2,7,7,7,6
no,29,travel_rarely,136,research_development,1,3,life_sciences,1,1954,1,male,89,3,2,healthcare_representative,1,married,5373,6225,0,y,no,12,3,1,80,1,6,5,2,5,3,0,2
no,32,non_travel,1146,research_development,15,4,medical,1,1955,3,female,34,3,2,healthcare_representative,4,divorced,6667,16542,5,y,no,18,3,2,80,1,9,6,3,5,1,1,2
no,31,travel_frequently,1125,research_development,1,3,life_sciences,1,1956,4,male,48,1,2,research_scientist,1,married,5003,5771,1,y,no,21,4,2,80,0,10,6,3,10,8,8,7
yes,28,travel_rarely,1404,research_development,17,3,technical_degree,1,1960,3,male,32,2,1,laboratory_technician,4,divorced,2367,18779,5,y,no,12,3,1,80,1,6,2,2,4,1,0,3
no,38,travel_rarely,1404,sales,1,3,life_sciences,1,1961,1,male,59,2,1,sales_representative,1,single,2858,11473,4,y,no,14,3,1,80,0,20,3,2,1,0,0,0
no,35,travel_rarely,1224,sales,7,4,life_sciences,1,1962,3,female,55,3,2,sales_executive,4,married,5204,13586,1,y,yes,11,3,4,80,0,10,2,3,10,8,0,9
no,27,travel_rarely,954,sales,9,3,marketing,1,1965,4,male,44,3,2,sales_executive,4,single,4105,5099,1,y,no,14,3,1,80,0,7,5,3,7,7,0,7
no,32,travel_rarely,1373,research_development,5,4,life_sciences,1,1966,4,male,56,2,2,manufacturing_director,4,single,9679,10138,8,y,no,24,4,2,80,0,8,1,3,1,0,0,0
yes,31,travel_frequently,754,sales,26,4,marketing,1,1967,1,male,63,3,2,sales_executive,4,married,5617,21075,1,y,yes,11,3,3,80,0,10,4,3,10,7,0,8
yes,53,travel_rarely,1168,sales,24,4,life_sciences,1,1968,1,male,66,3,3,sales_executive,1,single,10448,5843,6,y,yes,13,3,2,80,0,15,2,2,2,2,2,2
no,54,travel_rarely,155,research_development,9,2,life_sciences,1,1969,1,female,67,3,2,research_scientist,3,married,2897,22474,3,y,no,11,3,3,80,2,9,6,2,4,3,2,3
no,33,travel_frequently,1303,research_development,7,2,life_sciences,1,1970,4,male,36,3,2,healthcare_representative,3,divorced,5968,18079,1,y,no,20,4,3,80,3,9,2,3,9,7,2,8
no,43,travel_rarely,574,research_development,11,3,life_sciences,1,1971,1,male,30,3,3,healthcare_representative,3,married,7510,16873,1,y,no,17,3,2,80,1,10,1,3,10,9,0,9
no,38,travel_frequently,1444,human_resources,1,4,other,1,1972,4,male,88,3,1,human_resources,2,married,2991,5224,0,y,yes,11,3,2,80,1,7,2,3,6,2,1,2
no,55,travel_rarely,189,human_resources,26,4,human_resources,1,1973,3,male,71,4,5,manager,2,married,19636,25811,4,y,yes,18,3,1,80,1,35,0,3,10,9,1,4
no,31,travel_rarely,1276,research_development,2,1,medical,1,1974,4,female,59,1,1,laboratory_technician,4,divorced,1129,17536,1,y,yes,11,3,3,80,3,1,4,3,1,0,0,0
no,39,travel_rarely,119,sales,15,4,marketing,1,1975,2,male,77,3,4,sales_executive,1,single,13341,25098,0,y,no,12,3,1,80,0,21,3,3,20,8,11,10
no,42,non_travel,335,research_development,23,2,life_sciences,1,1976,4,male,37,2,2,research_scientist,3,single,4332,14811,1,y,no,12,3,4,80,0,20,2,3,20,9,3,7
no,31,non_travel,697,research_development,10,3,medical,1,1979,3,female,40,3,3,research_director,3,married,11031,26862,4,y,no,20,4,3,80,1,13,2,4,11,7,4,8
no,54,travel_rarely,157,research_development,10,3,medical,1,1980,3,female,77,3,2,manufacturing_director,1,single,4440,25198,6,y,yes,19,3,4,80,0,9,3,3,5,2,1,4
no,24,travel_rarely,771,research_development,1,2,life_sciences,1,1981,2,male,45,2,2,healthcare_representative,3,single,4617,14120,1,y,no,12,3,2,80,0,4,2,2,4,3,1,2
no,23,travel_rarely,571,research_development,12,2,other,1,1982,4,male,78,3,1,laboratory_technician,4,single,2647,13672,1,y,no,13,3,3,80,0,5,6,4,5,2,1,4
no,40,travel_frequently,692,research_development,11,3,technical_degree,1,1985,4,female,73,3,2,laboratory_technician,3,married,6323,26849,1,y,no,11,3,1,80,1,10,2,4,10,9,9,4
no,40,travel_rarely,444,sales,2,2,marketing,1,1986,2,female,92,3,2,sales_executive,2,married,5677,4258,3,y,no,14,3,3,80,1,15,4,3,11,8,5,10
no,25,travel_rarely,309,human_resources,2,3,human_resources,1,1987,3,female,82,3,1,human_resources,2,married,2187,19655,4,y,no,14,3,3,80,0,6,3,3,2,0,1,2
no,30,travel_rarely,911,research_development,1,2,medical,1,1989,4,male,76,3,1,laboratory_technician,2,married,3748,4077,1,y,no,13,3,3,80,0,12,6,2,12,8,1,7
no,25,travel_rarely,977,research_development,2,1,other,1,1992,4,male,57,3,1,laboratory_technician,3,divorced,3977,7298,6,y,yes,19,3,3,80,1,7,2,2,2,2,0,2
no,47,travel_rarely,1180,research_development,25,3,medical,1,1993,1,male,84,3,3,healthcare_representative,3,single,8633,13084,2,y,no,23,4,2,80,0,25,3,3,17,14,12,11
no,33,non_travel,1313,research_development,1,2,medical,1,1994,2,male,59,2,1,laboratory_technician,3,divorced,2008,20439,1,y,no,12,3,3,80,3,1,2,2,1,1,0,0
no,38,travel_rarely,1321,sales,1,4,life_sciences,1,1995,4,male,86,3,2,sales_executive,2,married,4440,7636,0,y,no,15,3,1,80,2,16,3,3,15,13,5,8
no,31,travel_rarely,1154,sales,2,2,life_sciences,1,1996,1,male,54,3,1,sales_representative,3,married,3067,6393,0,y,no,19,3,3,80,1,3,1,3,2,2,1,2
no,38,travel_frequently,508,research_development,6,4,life_sciences,1,1997,1,male,72,2,2,manufacturing_director,3,married,5321,14284,2,y,no,11,3,4,80,1,10,1,3,8,3,7,7
no,42,travel_rarely,557,research_development,18,4,life_sciences,1,1998,4,male,35,3,2,research_scientist,1,divorced,5410,11189,6,y,yes,17,3,3,80,1,9,3,2,4,3,1,2
no,41,travel_rarely,642,research_development,1,3,life_sciences,1,1999,4,male,76,3,1,research_scientist,4,married,2782,21412,3,y,no,22,4,1,80,1,12,3,3,5,3,1,0
no,47,non_travel,1162,research_development,1,1,medical,1,2000,3,female,98,3,3,research_director,2,married,11957,17231,0,y,no,18,3,1,80,2,14,3,1,13,8,5,12
no,35,travel_rarely,1490,research_development,11,4,medical,1,2003,4,male,43,3,1,laboratory_technician,3,married,2660,20232,7,y,yes,11,3,3,80,1,5,3,3,2,2,2,2
no,22,travel_rarely,581,research_development,1,2,life_sciences,1,2007,4,male,63,3,1,research_scientist,3,single,3375,17624,0,y,no,12,3,4,80,0,4,2,4,3,2,1,2
no,35,travel_rarely,1395,research_development,9,4,medical,1,2008,2,male,48,3,2,research_scientist,3,single,5098,18698,1,y,no,19,3,2,80,0,10,5,3,10,7,0,8
no,33,travel_rarely,501,research_development,15,2,medical,1,2009,2,female,95,3,2,healthcare_representative,4,married,4878,21653,0,y,yes,13,3,1,80,1,10,6,3,9,7,8,1
no,32,travel_rarely,267,research_development,29,4,life_sciences,1,2010,3,female,49,2,1,laboratory_technician,2,single,2837,15919,1,y,no,13,3,3,80,0,6,3,3,6,2,4,1
no,40,travel_rarely,543,research_development,1,4,life_sciences,1,2012,1,male,83,3,1,laboratory_technician,4,married,2406,4060,8,y,no,19,3,3,80,2,8,3,2,1,0,0,0
no,32,travel_rarely,234,sales,1,4,medical,1,2013,2,male,68,2,1,sales_representative,2,married,2269,18024,0,y,no,14,3,2,80,1,3,2,3,2,2,2,2
no,39,travel_rarely,116,research_development,24,1,life_sciences,1,2014,1,male,52,3,2,research_scientist,4,single,4108,5340,7,y,no,13,3,1,80,0,18,2,3,7,7,1,7
no,38,travel_rarely,201,research_development,10,3,medical,1,2015,2,female,99,1,3,research_director,3,married,13206,3376,3,y,no,12,3,1,80,1,20,3,3,18,16,1,11
no,32,travel_rarely,801,sales,1,4,marketing,1,2016,3,female,48,3,3,sales_executive,4,married,10422,24032,1,y,no,19,3,3,80,2,14,3,3,14,10,5,7
no,37,travel_rarely,161,research_development,10,3,life_sciences,1,2017,3,female,42,4,3,research_director,4,married,13744,15471,1,y,yes,25,4,1,80,1,16,2,3,16,11,6,8
no,25,travel_rarely,1382,sales,8,2,other,1,2018,1,female,85,3,2,sales_executive,3,divorced,4907,13684,0,y,yes,22,4,2,80,1,6,3,2,5,3,0,4
no,52,non_travel,585,sales,29,4,life_sciences,1,2019,1,male,40,3,1,sales_representative,4,divorced,3482,19788,2,y,no,15,3,2,80,2,16,3,2,9,8,0,0
no,44,travel_rarely,1037,research_development,1,3,medical,1,2020,2,male,42,3,1,research_scientist,4,single,2436,13422,6,y,yes,12,3,3,80,0,6,2,3,4,3,1,2
no,21,travel_rarely,501,sales,5,1,medical,1,2021,3,male,58,3,1,sales_representative,1,single,2380,25479,1,y,yes,11,3,4,80,0,2,6,3,2,2,1,2
no,39,non_travel,105,research_development,9,3,life_sciences,1,2022,4,male,87,3,5,manager,4,single,19431,15302,2,y,no,13,3,3,80,0,21,3,2,6,0,1,3
yes,23,travel_frequently,638,sales,9,3,marketing,1,2023,4,male,33,3,1,sales_representative,1,married,1790,26956,1,y,no,19,3,1,80,1,1,3,2,1,0,1,0
no,36,travel_rarely,557,sales,3,3,medical,1,2024,1,female,94,2,3,sales_executive,4,married,7644,12695,0,y,no,19,3,3,80,2,10,2,3,9,7,3,4
no,36,travel_frequently,688,research_development,4,2,life_sciences,1,2025,4,female,97,3,2,manufacturing_director,2,divorced,5131,9192,7,y,no,13,3,2,80,3,18,3,3,4,2,0,2
no,56,non_travel,667,research_development,1,4,life_sciences,1,2026,3,male,57,3,2,healthcare_representative,3,divorced,6306,26236,1,y,no,21,4,1,80,1,13,2,2,13,12,1,9
yes,29,travel_rarely,1092,research_development,1,4,medical,1,2027,1,male,36,3,1,research_scientist,4,married,4787,26124,9,y,yes,14,3,2,80,3,4,3,4,2,2,2,2
no,42,travel_rarely,300,research_development,2,3,life_sciences,1,2031,1,male,56,3,5,manager,3,married,18880,17312,5,y,no,11,3,1,80,0,24,2,2,22,6,4,14
yes,56,travel_rarely,310,research_development,7,2,technical_degree,1,2032,4,male,72,3,1,laboratory_technician,3,married,2339,3666,8,y,no,11,3,4,80,1,14,4,1,10,9,9,8
no,41,travel_rarely,582,research_development,28,4,life_sciences,1,2034,1,female,60,2,4,manufacturing_director,2,married,13570,5640,0,y,no,23,4,3,80,1,21,3,3,20,7,0,10
no,34,travel_rarely,704,sales,28,3,marketing,1,2035,4,female,95,2,2,sales_executive,3,married,6712,8978,1,y,no,21,4,4,80,2,8,2,3,8,7,1,7
no,36,non_travel,301,sales,15,4,marketing,1,2036,4,male,88,1,2,sales_executive,4,divorced,5406,10436,1,y,no,24,4,1,80,1,15,4,2,15,12,11,11
no,41,travel_rarely,930,sales,3,3,life_sciences,1,2037,3,male,57,2,2,sales_executive,2,divorced,8938,12227,2,y,no,11,3,3,80,1,14,5,3,5,4,0,4
no,32,travel_rarely,529,research_development,2,3,technical_degree,1,2038,4,male,78,3,1,research_scientist,1,single,2439,11288,1,y,no,14,3,4,80,0,4,4,3,4,2,1,2
no,35,travel_rarely,1146,human_resources,26,4,life_sciences,1,2040,3,female,31,3,3,human_resources,4,single,8837,16642,1,y,yes,16,3,3,80,0,9,2,3,9,0,1,7
no,38,travel_rarely,345,sales,10,2,life_sciences,1,2041,1,female,100,3,2,sales_executive,4,married,5343,5982,1,y,no,11,3,3,80,1,10,1,3,10,7,1,9
yes,50,travel_frequently,878,sales,1,4,life_sciences,1,2044,2,male,94,3,2,sales_executive,3,divorced,6728,14255,7,y,no,12,3,4,80,2,12,3,3,6,3,0,1
no,36,travel_rarely,1120,sales,11,4,marketing,1,2045,2,female,100,2,2,sales_executive,4,married,6652,14369,4,y,no,13,3,1,80,1,8,2,2,6,3,0,0
no,45,travel_rarely,374,sales,20,3,life_sciences,1,2046,4,female,50,3,2,sales_executive,3,single,4850,23333,8,y,no,15,3,3,80,0,8,3,3,5,3,0,1
no,40,travel_rarely,1322,research_development,2,4,life_sciences,1,2048,3,male,52,2,1,research_scientist,3,single,2809,2725,2,y,no,14,3,4,80,0,8,2,3,2,2,2,2
no,35,travel_frequently,1199,research_development,18,4,life_sciences,1,2049,3,male,80,3,2,healthcare_representative,3,married,5689,24594,1,y,yes,14,3,4,80,2,10,2,4,10,2,0,2
no,40,travel_rarely,1194,research_development,2,4,medical,1,2051,3,female,98,3,1,research_scientist,3,married,2001,12549,2,y,no,14,3,2,80,3,20,2,3,5,3,0,2
no,35,travel_rarely,287,research_development,1,4,life_sciences,1,2052,3,female,62,1,1,research_scientist,4,married,2977,8952,1,y,no,12,3,4,80,1,4,5,3,4,3,1,1
no,29,travel_rarely,1378,research_development,13,2,other,1,2053,4,male,46,2,2,laboratory_technician,2,married,4025,23679,4,y,yes,13,3,1,80,1,10,2,3,4,3,0,3
no,29,travel_rarely,468,research_development,28,4,medical,1,2054,4,female,73,2,1,research_scientist,1,single,3785,8489,1,y,no,14,3,2,80,0,5,3,1,5,4,0,4
